Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Motif debut de mandat	Date de fin de mandat	Annee de fin de mandat	Motif fin de mandat	Commentaire
04075M	Mme	Hermange	Marie-Thérèse	ANCIEN	10933	26/09/2004	01/10/2004		Election	30/09/2011		Ne se représente pas	
74022L	M.	Herment	Rémi	ANCIEN	289	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
74022L	M.	Herment	Rémi	ANCIEN	290	25/09/1983	03/10/1983		Renouvellement 1	01/10/1992		Fin de mandat	
74022L	M.	Herment	Rémi	ANCIEN	291	27/09/1992	02/10/1992		Renouvellement 2	30/09/2001		Ne se représente pas	
08027V	M.	Hervé	Edmond	ANCIEN	11583	21/09/2008	01/10/2008		Election	30/09/2014		Ne se représente pas	
14179A	M.	Hervé	Loïc	ACTIF	14185	28/09/2014	01/10/2014		Election			En Cours	
01022K	Mme	Herviaux	Odette	ANCIEN	6407	23/09/2001	01/10/2001		Election	30/09/2011		Fin de mandat	
01022K	Mme	Herviaux	Odette	ANCIEN	12443	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Non réélu	
19685L	Mme	Herzog	Christine	ACTIF	51186	24/09/2017	02/10/2017		Election			En Cours	
97008M	M.	Hesling	Roger	ANCIEN	292		05/07/1997		Remplace	30/09/2001		Ne se représente pas	En remplacement de M. Jean-Pierre Masseret nommé membre du Gouvernement
00004D	M.	Hethener	Alain	ANCIEN	5868		29/04/2000		Remplace	30/09/2001		Non réélu	En remplacement de M. Roger Husson, décédé
05001W	Mme	Hoarau	Gélita	ANCIEN	11128		24/02/2005		Remplace	30/09/2011		Non réélu	En remplacement de M. Paul Vergès, élu député au Parlement européen
05001W	Mme	Hoarau	Gélita	ANCIEN	15333		13/11/2016		Remplace	01/10/2017		Non réélu	En remplacement de M. Paul Vergès, décédé
77029G	M.	Hoeffel	Daniel	ANCIEN	293	25/09/1977	02/10/1977		Election	05/05/1978		Membre Gouvernement	
77029G	M.	Hoeffel	Daniel	ANCIEN	295	27/09/1981	02/10/1981		Election	01/10/1986		Fin de mandat	
77029G	M.	Hoeffel	Daniel	ANCIEN	296	28/09/1986	02/10/1986		Renouvellement	29/04/1993		Membre Gouvernement	
77029G	M.	Hoeffel	Daniel	ANCIEN	298	24/09/1995	02/10/1995		Election	30/09/2004		Non réélu	
000732	M.	Houdet	Roger	ANCIEN	5512		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000732	M.	Houdet	Roger	ANCIEN	5513	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Fin de mandat	
000732	M.	Houdet	Roger	ANCIEN	5514	22/09/1968	02/10/1968		Renouvellement 3	02/10/1977		Ne se représente pas	
04048J	M.	Houel	Michel	ANCIEN	10836	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04048J	M.	Houel	Michel	ANCIEN	12725	25/09/2011	01/10/2011		Renouvellement 1	30/11/2016		Décédé	
19333N	M.	Houllegatte	Jean-Michel	ACTIF	51086	24/09/2017	02/10/2017		Election			En Cours	
08069G	M.	Houpert	Alain	ACTIF	11773	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08069G	M.	Houpert	Alain	ACTIF	14096	28/09/2014	01/10/2014		Renouvellement			En Cours	
83035S	M.	Huchon	Jean	ANCIEN	299	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83035S	M.	Huchon	Jean	ANCIEN	300	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Ne se représente pas	
04078Q	M.	Hue	Robert	ANCIEN	10950	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04078Q	M.	Hue	Robert	ANCIEN	12686	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
80021X	M.	Hugo	Bernard Charles	ANCIEN	301	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80021X	M.	Hugo	Bernard Charles	ANCIEN	302	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Ne se représente pas	
58644T	M.	Hugo	Bernard Michel	ANCIEN	2964	25/09/1977	03/10/1977		Election	01/10/1986		Non réélu	
19399H	M.	Hugonet	Jean-Raymond	ACTIF	51203	24/09/2017	02/10/2017		Election			En Cours	
92026S	M.	Hugot	Jean-Paul	ANCIEN	303	27/09/1992	02/10/1992		Election	30/09/2001		Ne se représente pas	
000040	M.	Hugues	Emile	ANCIEN	2966	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000040	M.	Hugues	Emile	ANCIEN	2967	23/09/1962	02/10/1962		Renouvellement	10/02/1966		Décédé	
92027T	M.	Huguet	Roland	ANCIEN	304	27/09/1992	02/10/1992		Election	23/09/2001		Ne se représente pas	
98028V	M.	Humbert	Jean-François	ANCIEN	5113	27/09/1998	01/10/1998		Election	30/09/2008		Fin de mandat	
98028V	M.	Humbert	Jean-François	ANCIEN	11763	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Ne se représente pas	
04041B	Mme	Hummel	Christiane	ANCIEN	10805	26/09/2004	01/10/2004		Election	30/09/2014		Fin de mandat	
04041B	Mme	Hummel	Christiane	ANCIEN	14237	28/09/2014	01/10/2014		Renouvellement	22/09/2017		Démissionnaire	
04097T	M.	Huré	Benoît	ACTIF	11091		19/10/2004		Remplace	30/09/2008		Fin de mandat	En remplacement de M. Hilaire Flandre, décédé
04097T	M.	Huré	Benoît	ACTIF	11690	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
04097T	M.	Huré	Benoît	ACTIF	14048	28/09/2014	01/10/2014		Renouvellement			En Cours	
04068N	Mme	Hurel	Sandrine	ANCIEN	10906	26/09/2004	01/10/2004		Election	28/06/2007		Élu député	
83036T	M.	Huriet	Claude	ANCIEN	305	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83036T	M.	Huriet	Claude	ANCIEN	306	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Non réélu	
11048N	M.	Husson	Jean-François	ACTIF	12615	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11048N	M.	Husson	Jean-François	ACTIF	51128	24/09/2017	02/10/2017		Renouvellement			En Cours	
83037U	M.	Husson	Roger	ANCIEN	307	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83037U	M.	Husson	Roger	ANCIEN	308	27/09/1992	02/10/1992		Renouvellement 1	28/04/2000		Décédé	
95039L	M.	Hyest	Jean-Jacques	ANCIEN	309	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95039L	M.	Hyest	Jean-Jacques	ANCIEN	10832	26/09/2004	01/10/2004		Renouvellement 1	30/09/2011		Fin de mandat	
95039L	M.	Hyest	Jean-Jacques	ANCIEN	12723	25/09/2011	01/10/2011		Renouvellement 2	11/10/2015		Nommé membre CC	
19591F	M.	Iacovelli	Xavier	ACTIF	51302	24/09/2017	02/10/2017		Election			En Cours	
04062G	M.	Ibrahim Ramadani	Soibahadine	ANCIEN	10883	26/09/2004	01/10/2004		Election	30/09/2011		Non réélu	
14213J	Mme	Imbert	Corinne	ACTIF	14110	28/09/2014	01/10/2014		Election			En Cours	
14044W	Mme	Iriti	Teura	ANCIEN	14320	28/09/2014	01/10/2014		Election	06/02/2015		Annulé par CC	
000273	M.	Isautier	Alfred	ANCIEN	2969	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000273	M.	Isautier	Alfred	ANCIEN	2970	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Ne se représente pas	
000308	M.	Jacquet	Marc	ANCIEN	2973	25/09/1977	03/10/1977		Election	18/04/1983		Décédé	
19551W	M.	Jacquin	Olivier	ACTIF	51126	24/09/2017	02/10/2017		Election			En Cours	
000403	M.	Jaffar El Amjad	Said Mohamed	ANCIEN	9543	08/04/1973	08/04/1973		Election	06/11/1975		Démissionnaire	
000207	M.	Jager	René	ANCIEN	2975	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000207	M.	Jager	René	ANCIEN	2976	26/09/1965	02/10/1965		Renouvellement 1	01/10/1974		Fin de mandat	
000207	M.	Jager	René	ANCIEN	2977	22/09/1974	02/10/1974		Renouvellement 2	28/07/1983		Décédé	
000680	M.	Jamain	Eugène	ANCIEN	5517	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000680	M.	Jamain	Eugène	ANCIEN	5518	23/09/1962	02/10/1962		Renouvellement	24/10/1970		Décédé	
000630	M.	Janetti	Maurice	ANCIEN	2979		03/01/1978		Remplace	02/04/1986		Élu député	En remplacement de M. Pierre Gaudin, décédé
19511N	M.	Janssens	Jean-Marie	ACTIF	51284	24/09/2017	02/10/2017		Election			En Cours	
58348N	M.	Jargot	Paul	ANCIEN	2981	22/09/1974	02/10/1974		Election	02/10/1983		Non réélu	
98027U	M.	Jarlier	Pierre	ANCIEN	5109	27/09/1998	01/10/1998		Election	30/09/2008		Fin de mandat	
98027U	M.	Jarlier	Pierre	ANCIEN	11501	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
98027U	M.	Jarlier	Pierre	ANCIEN	14059	28/09/2014	01/10/2014		Renouvellement	11/06/2015		Démissionné d'office par le Conseil constitutionnel	
06001B	Mme	Jarraud-Vergnolle	Annie	ANCIEN	11188		17/05/2006		Remplace	30/09/2011		Non réélu	En remplacement de M. André Labarrère, décédé
59539X	M.	Jarrot	André	ANCIEN	2983	28/09/1986	02/10/1986		Election	01/10/1995		Ne se représente pas	
19715Y	Mme	Jasmin	Victoire	ACTIF	51362	24/09/2017	02/10/2017		Election			En Cours	
000171	M.	Javelly	Maxime	ANCIEN	2985		23/08/1969		Remplace	01/10/1971		Fin de mandat	En remplacement de M. Emile AUBERT
000171	M.	Javelly	Maxime	ANCIEN	2986	26/09/1971	02/10/1971		Renouvellement	28/09/1980		Ne se représente pas	
74024N	M.	Jeambrun	Pierre	ANCIEN	310	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
74024N	M.	Jeambrun	Pierre	ANCIEN	311	25/09/1983	03/10/1983		Renouvellement 1	01/10/1992		Fin de mandat	
74024N	M.	Jeambrun	Pierre	ANCIEN	312	27/09/1992	02/10/1992		Renouvellement 2	07/02/2001	2001	Décédé	
14233N	Mme	Jean	Geneviève	ANCIEN	14177	28/09/2014	01/10/2014		Election	12/02/2015		Annulé par CC	
08067E	M.	Jeannerot	Claude	ANCIEN	11765	21/09/2008	01/10/2008		Election	30/09/2014		Ne se représente pas	
14121F	M.	Jeansannetas	Éric	ACTIF	14264	28/09/2014	01/10/2014		Election			En Cours	
04037F	M.	Jégou	Jean-Jacques	ANCIEN	10790	26/09/2004	01/10/2004		Election	30/09/2011		Non réélu	
08044W	Mme	Joissains	Sophie	ACTIF	11654	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08044W	Mme	Joissains	Sophie	ACTIF	14205	28/09/2014	01/10/2014		Renouvellement			En Cours	
83038V	M.	Jolibois	Charles	ANCIEN	313	25/09/1983	02/10/1983		Election	01/10/1992		Fin de mandat	
83038V	M.	Jolibois	Charles	ANCIEN	314	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Non réélu	
95040D	M.	Joly	Bernard	ANCIEN	315	24/09/1995	02/10/1995		Election	30/09/2004		Ne se représente pas	
19531S	M.	Joly	Patrice	ACTIF	51309	24/09/2017	02/10/2017		Election			En Cours	
19683J	M.	Jomier	Bernard	ACTIF	51177	24/09/2017	02/10/2017		Election			En Cours	
06006G	M.	Josselin	Charles	ANCIEN	11208	24/09/2006	25/09/2006		Election	30/09/2008		Ne se représente pas	
09001P	Mme	Jouanno	Chantal	ANCIEN	12818	25/09/2011	01/10/2011		Election	01/10/2017		Ne se représente pas	
58650R	M.	Jouany	André	ANCIEN	2989		28/08/1978		Remplace	01/10/1986		Ne se représente pas	En remplacement de M. Marceau HAMECHER, décédé
14097Y	Mme	Jourda	Gisèle	ACTIF	14065	28/09/2014	01/10/2014		Election			En Cours	
19447X	Mme	Jourda	Muriel	ACTIF	51113	24/09/2017	02/10/2017		Election			En Cours	
89004L	M.	Jourdain	André	ANCIEN	316		18/09/1989		Remplace	01/10/1992		Fin de mandat	En remplacement de M. Pierre BRANTUS, décédé
89004L	M.	Jourdain	André	ANCIEN	317	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Non réélu	
58039C	M.	Jourdan	Pierre	ANCIEN	2991	26/09/1971	02/10/1971		Election	01/10/1980		Non réélu	
98034T	M.	Journet	Alain	ANCIEN	5138	27/09/1998	01/10/1998		Election	30/09/2008		Ne se représente pas	
14241N	Mme	Jouve	Mireille	ACTIF	14202	28/09/2014	01/10/2014		Election			En Cours	
95041E	M.	Joyandet	Alain	ACTIF	318	24/09/1995	02/10/1995		Election	18/06/2002		Élu député	
95041E	M.	Joyandet	Alain	ACTIF	14067	28/09/2014	01/10/2014		Réélection			En Cours	
58303Y	M.	Jozeau-Marigne	Léon	ANCIEN	2994		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
58303Y	M.	Jozeau-Marigne	Léon	ANCIEN	2995	26/04/1959	28/04/1959		Renouvellement 2	01/10/1965		Fin de mandat	
58303Y	M.	Jozeau-Marigne	Léon	ANCIEN	2996	26/09/1965	02/10/1965		Renouvellement 3	01/10/1974		Fin de mandat	
58303Y	M.	Jozeau-Marigne	Léon	ANCIEN	2997	22/09/1974	02/10/1974		Renouvellement	03/03/1983		Nommé membre CC	
01030K	M.	Juilhard	Jean-Marc	ANCIEN	6436	23/09/2001	01/10/2001		Election	30/09/2011		Ne se représente pas	
59540Q	M.	Jung	Louis	ANCIEN	2999	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
59540Q	M.	Jung	Louis	ANCIEN	3000	22/09/1968	02/10/1968		Renouvellement 1	02/10/1977		Fin de mandat	
59540Q	M.	Jung	Louis	ANCIEN	3001	25/09/1977	03/10/1977		Renouvellement 2	01/10/1986		Fin de mandat	
59540Q	M.	Jung	Louis	ANCIEN	3002	28/09/1986	02/10/1986		Renouvellement 3	01/10/1995		Ne se représente pas	
000225	M.	Junillon	Lucien	ANCIEN	3004		30/10/1968		Remplace	01/10/1971		Non réélu	En remplacement de M. Marius MOUTET, décédé
000737	M.	Kalb	Paul-Jacques	ANCIEN	5522		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000737	M.	Kalb	Paul-Jacques	ANCIEN	5523	26/04/1959	28/04/1959		Renouvellement 3	07/08/1964		Décédé	
11084S	M.	Kaltenbach	Philippe	ANCIEN	12755	25/09/2011	01/10/2011		Election	01/10/2017		Ne se représente pas	
57208W	M.	Kamil	Mohamed	ANCIEN	9545	26/04/1959	28/04/1959		Election	01/10/1965		Non réélu	
04036E	Mme	Kammermann	Christiane	ANCIEN	10785	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04036E	Mme	Kammermann	Christiane	ANCIEN	12679	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
14021P	M.	Kanner	Patrick	ACTIF	51218	24/09/2017	02/10/2017		Election			En Cours	
14039A	M.	Karam	Antoine	ACTIF	14318	28/09/2014	01/10/2014		Election			En Cours	
99004R	M.	Karoutchi	Roger	ACTIF	5842		17/12/1999		Remplace	30/09/2004		Fin de mandat	En remplacement de M. Charles Pasqua, démissionnaire
99004R	M.	Karoutchi	Roger	ACTIF	10945	26/09/2004	01/10/2004		Renouvellement 1	24/06/2007		Membre Gouvernement	
99004R	M.	Karoutchi	Roger	ACTIF	11980		24/07/2009		Reprise suite à fin fon. membre Gvt	28/07/2009		Cessation de mandat	En remplacement de M. Jacques Gautier
99004R	M.	Karoutchi	Roger	ACTIF	12759	25/09/2011	01/10/2011		Réélection	01/10/2017		Fin de mandat	
99004R	M.	Karoutchi	Roger	ACTIF	51303	24/09/2017	02/10/2017		Renouvellement 2			En Cours	
19731Y	Mme	Kauffmann	Claudine	ACTIF	51476		01/10/2017		Remplace			En Cours	en remplacement de M. David Rachline, démissionnaire de son mandat
000348	M.	Kauffmann	Michel	ANCIEN	3007	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
000348	M.	Kauffmann	Michel	ANCIEN	3008	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
000516	M.	Kauss	Paul	ANCIEN	3011	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
000516	M.	Kauss	Paul	ANCIEN	3012	28/09/1986	02/10/1986		Renouvellement	03/11/1991		Décédé	
04061F	Mme	Keller	Fabienne	ANCIEN	10882	26/09/2004	01/10/2004		Election	26/11/2004		Annulé par CC	
04061F	Mme	Keller	Fabienne	ANCIEN	11124	20/02/2005	20/02/2005		Election	30/09/2014		Fin de mandat	
04061F	Mme	Keller	Fabienne	ANCIEN	14167	28/09/2014	01/10/2014		Renouvellement	23/06/2019		Démissionnaire	
14061L	M.	Kennel	Guy-Dominique	ACTIF	14166	28/09/2014	01/10/2014		Election			En Cours	
10003H	M.	Kerdraon	Ronan	ANCIEN	12011		16/03/2010		Remplace	30/09/2014		Ne se représente pas	en remplacement de Jacqueline Chevé, décédée
01021J	M.	Kergueris	Joseph	ANCIEN	6404	23/09/2001	01/10/2001		Election	30/09/2011		Non réélu	
14073Q	M.	Kern	Claude	ACTIF	14163	28/09/2014	01/10/2014		Election			En Cours	
19489J	M.	Kerrouche	Éric	ACTIF	51255	24/09/2017	02/10/2017		Election			En Cours	
56405V	M.	Kheirat	M'hamed	ANCIEN	9748	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
04077P	Mme	Khiari	Bariza	ANCIEN	10948	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04077P	Mme	Khiari	Bariza	ANCIEN	12734	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
000149	M.	Kieffer	Alfred	ANCIEN	3014	22/09/1968	02/10/1968		Election	02/10/1977		Ne se représente pas	
000213	M.	Kientzi	Armand	ANCIEN	3017		06/05/1976		Remplace	02/10/1977		Ne se représente pas	En remplacement de M. Michel KISTLER, décédé
000727	M.	Kistler	Michel	ANCIEN	5525	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
000727	M.	Kistler	Michel	ANCIEN	5526	22/09/1968	02/10/1968		Renouvellement	05/05/1976		Décédé	
08032S	Mme	Klès	Virginie	ANCIEN	11603	21/09/2008	01/10/2008		Election	30/09/2014		Ne se représente pas	
03001N	M.	Krattinger	Yves	ANCIEN	6788	09/02/2003	09/02/2003		Remplace	30/09/2004		Fin de mandat	En remplacement de M. Christian Bergelin, dont l'élection avait été invalidée
03001N	M.	Krattinger	Yves	ANCIEN	10751	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Ne se représente pas	
10001F	Mme	Labarre	Marie-Agnès	ANCIEN	11998	08/01/2010	08/01/2010		Remplace	30/09/2011		Ne se représente pas	en remplacement de M. Jean-Luc Mélenchon, élu député européen
01032M	M.	Labarrère	André	ANCIEN	6440	23/09/2001	01/10/2001		Election	16/05/2006	2006	Décédé	
11112D	M.	Labazée	Georges	ANCIEN	12649	25/09/2011	01/10/2011		Election	01/10/2017		Non réélu	
11099A	M.	Labbé	Joël	ACTIF	12623	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11099A	M.	Labbé	Joël	ACTIF	51112	24/09/2017	02/10/2017		Renouvellement			En Cours	
000458	M.	Labeguerie	Michel	ANCIEN	3040	22/09/1974	02/10/1974		Election	28/07/1980		Décédé	
83039W	M.	Labeyrie	Philippe	ANCIEN	322	25/09/1983	03/10/1983		Election	01/10/1992		Fin de mandat	
83039W	M.	Labeyrie	Philippe	ANCIEN	323	27/09/1992	02/10/1992		Renouvellement 1	30/09/2001		Fin de mandat	
83039W	M.	Labeyrie	Philippe	ANCIEN	6362	23/09/2001	01/10/2001		Renouvellement 2	30/09/2011		Ne se représente pas	
000237	M.	Labonde	Pierre	ANCIEN	3042	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
000237	M.	Labonde	Pierre	ANCIEN	3043	28/09/1980	02/10/1980		Renouvellement	22/11/1981		Décédé	
08031R	Mme	Laborde	Françoise	ACTIF	11601	21/09/2008	01/10/2008		Election	30/09/2014		Fin de mandat	
08031R	Mme	Laborde	Françoise	ACTIF	14158	28/09/2014	01/10/2014		Renouvellement			En Cours	
000231	M.	Lacaze	Jean	ANCIEN	3046		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000231	M.	Lacaze	Jean	ANCIEN	3047		28/04/1959		Renouvellement 2	22/09/1968		Fin de mandat	
000231	M.	Lacaze	Jean	ANCIEN	3048	22/09/1968	02/10/1968		Renouvellement 3	29/07/1975		Décédé	
95042F	M.	Lachenaud	Jean-Philippe	ANCIEN	324	24/09/1995	02/10/1995		Election	30/09/2004		Ne se représente pas	
000153	M.	Lachevre	Roger	ANCIEN	9549	26/04/1959	28/04/1959		Renouvellement 2	22/09/1968		Ne se représente pas	
000686	M.	Lacoste	Robert	ANCIEN	5528	26/09/1971	02/10/1971		Election	01/10/1980		Ne se représente pas	
80022Y	M.	Lacour	Pierre	ANCIEN	3055	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80022Y	M.	Lacour	Pierre	ANCIEN	3056	24/09/1989	02/10/1989		Renouvellement 1	13/07/1996		Dech. par CC	
000086	M.	Lafay	Bernard	ANCIEN	10535	26/04/1959	28/04/1959		Election	18/04/1967	1958	Démissionnaire	
85003S	M.	Laffitte	Pierre	ANCIEN	325		14/05/1985		Remplace	01/10/1989		Fin de mandat	En remplacement de M. Francis PALMERO, décédé
85003S	M.	Laffitte	Pierre	ANCIEN	326	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Fin de mandat	
85003S	M.	Laffitte	Pierre	ANCIEN	5162	27/09/1998	01/10/1998		Renouvellement 2	30/09/2008		Non réélu	
000063	M.	Lafleur	Henri	ANCIEN	3065	26/04/1959	28/04/1959		Renouvellement 2	01/10/1965		Fin de mandat	
000063	M.	Lafleur	Henri	ANCIEN	3066	26/09/1965	02/10/1965		Renouvellement 3	01/10/1974		Fin de mandat	
000063	M.	Lafleur	Henri	ANCIEN	3067	22/09/1974	02/10/1974		Renouvellement	13/10/1974		Décédé	
19611R	M.	Lafon	Laurent	ACTIF	51194	24/09/2017	02/10/2017		Election			En Cours	
95068R	M.	Lafond	Jean-Pierre	ANCIEN	327		08/12/1995		Remplace	30/09/1998		Ne se représente pas	En remplacement de M. Jean-Claude GAUDIN, membre du gouvernement
57728S	Mme	Lagatu	Catherine	ANCIEN	3069	22/09/1968	02/10/1968		Election	02/10/1977		Ne se représente pas	
97004H	M.	Lagauche	Serge	ANCIEN	328		15/10/1997		Remplace	30/09/2004		Fin de mandat	En remplacement de M. René Rouquet, élu député le 01-06-1997 (recours rejeté le 14-10-1997)
97004H	M.	Lagauche	Serge	ANCIEN	10786	26/09/2004	01/10/2004		Renouvellement 1	30/09/2011		Ne se représente pas	
98054X	M.	Lagorsse	Roger	ANCIEN	5269		03/11/1998		Remplace	30/09/2004		Ne se représente pas	En remplacement de M. Georges Mazars, décédé
19583F	M.	Lagourgue	Jean-Louis	ACTIF	51081	24/09/2017	02/10/2017		Election			En Cours	
92028U	M.	Lagourgue	Pierre	ANCIEN	3071	27/09/1992	02/10/1992		Election	16/02/1998		Décédé	
56812H	M.	Lagrange	Roger	ANCIEN	3073	26/04/1959	28/04/1959		Election	03/04/1967		Élu député	
14012N	Mme	Lajoux	Isabelle	ANCIEN	13760		03/05/2014		Remplace	30/09/2014		Non réélu	en remplacement de M. François Rebsamen, nommé membre du Gouvernement
000670	M.	Lakhdari	Mohamed	ANCIEN	9552	31/05/1959	31/05/1959		Election	04/07/1962		Cessation de mandat (1962)	
14159V	M.	Lalande	Bernard	ACTIF	14111	28/09/2014	01/10/2014		Election			En Cours	
000758	M.	Lalloy	Maurice	ANCIEN	5531	26/04/1959	28/04/1959		Election	01/10/1968		Fin de mandat	
000758	M.	Lalloy	Maurice	ANCIEN	5532	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
92029V	M.	Lambert	Alain	ANCIEN	329	27/09/1992	02/10/1992		Election	30/09/2001		Fin de mandat	
92029V	M.	Lambert	Alain	ANCIEN	6369	23/09/2001	01/10/2001		Renouvellement 1	07/06/2002		Membre Gouvernement	
92029V	M.	Lambert	Alain	ANCIEN	10778	26/09/2004	26/09/2004		Election	18/10/2010		Cessation de mandat	
000706	M.	Lambert	Marcel	ANCIEN	5535	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000706	M.	Lambert	Marcel	ANCIEN	5536	26/09/1965	02/10/1965		Renouvellement	01/10/1974		Ne se représente pas	
07029T	M.	Laménie	Marc	ACTIF	11270	26/08/2007	27/08/2007		Election	30/09/2008		Fin de mandat	
07029T	M.	Laménie	Marc	ACTIF	11691	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
07029T	M.	Laménie	Marc	ACTIF	14047	28/09/2014	01/10/2014		Renouvellement			En Cours	
000230	M.	Lamousse	Georges	ANCIEN	3078	26/04/1959	28/04/1959		Renouvellement 3	01/10/1968		Fin de mandat	
000230	M.	Lamousse	Georges	ANCIEN	3079	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
04049K	Mme	Lamure	Élisabeth	ACTIF	10837	26/09/2004	01/10/2004		Election	30/09/2014		Fin de mandat	
04049K	Mme	Lamure	Élisabeth	ACTIF	14118	28/09/2014	01/10/2014		Renouvellement			En Cours	
